english,urdu
"Those who take disbelievers for Auliya' (protectors or helpers or friends) instead of believers, do they seek honour, power and glory with them? Verily, then to Allah belongs all honour, power and glory.",(یہ) ایسے لوگ (ہیں) جو مسلمانوں کی بجائے کافروں کو دوست بناتے ہیں، کیا یہ ان کے پاس عزت تلاش کرتے ہیں؟ پس عزت تو ساری اللہ (تعالٰی) کے لئے ہے،
"Head held high, chest out, long stumping strides .",سر کو اٹھا کر، سینہ تان کر، لمبے لمبے قدم اٹھا کر چلنا۔
OFFICIALS ARE SAYING THAT HOOVER DAM IS A TOTAL LOSS.,افسران ہوور ڈیم کل نقصان ہے کہہ رہے ہیں کہ.
"Erik comments on Vodafone's policy paper on “Broadband in Emerging Markets”: ""This paper has identified two important barriers to the further diffusion of mobile internet usage across East Africa: lack of m-government policies; and, more important, an absence of charging mechanisms which share the cost of mobile internet access between end-users and content providers.""","ایرک ووڈافون کے پالیسی پیپر ""ایمرجنگ مارکیٹس میں براڈبینڈ"" پر تبصرہ کرتا ہے:""اس پیپر میں دو اہم رکاوٹوں کی نشاندہی کی گئی ہے مشرقی افریقہ میں موبائل انٹرنیٹ کےاستعمال کا مزید انتشار: ایم-حکومت کی پالیسیوں کی کمی؛ اور، زیادہ اہم،نظام قائم کرنے کی عدم موجودگی جو کہ آخر صارفین اور مواد فراہم کرنے والے کے درمیان موبائل انٹرنیٹ تک رسائی کی قیمت کو شیئر کرتے ہیں۔"
It is the law of Allah which hath taken course aforetime. Thou wilt not find for the law of Allah aught of power to change.,یہی اللہ کا دستور ہے جوپہلے سے چلا آرہا ہے اور تم اللہ کے دستور میں ہرگز کوئی تبدیلی نہیں پاؤ گے۔
"Lest you should say, ‘The Book was sent down only to two communities before us, and we were indeed unaware of their studies,’",کہیں تم لوگ یوں نہ کہو کہ کتاب تو صرف ہم سے پہلے جو دو فرقے تھے ان پر نازل ہوئی تھی، اور ہم ان کے پڑھنے پڑھانے سے محض بے خبر تھے
"When Joseph heard this (he could not hold himself and said): ""Do you remember what you did to Joseph and his brother when you were ignorant?""",یوسف نے کہا جانتے بھی ہو کہ تم نے یوسف اوراس کے بھائی کے ساتھ اپنی نادانی کی حالت میں کیا کیا؟
"And say: ""I am indeed a plain warner.""",اور فرماؤ کہ میں ہی ہوں صاف ڈر سنانے والا (اس عذاب سے)،
"When the youths sought refuge in the cave, they said: Our Lord! grant us mercy from Thee, and provide for us a right course in our affair.",جب وہ جوان غار میں جا رہے تو کہنے لگے کہ اے ہمارے پروردگار ہم پر اپنے ہاں سے رحمت نازل فرما۔ اور ہمارے کام درستی (کے سامان) مہیا کر
"And no person can ever die except by Allah's Leave and at an appointed term. And whoever desires a reward in (this) world, We shall give him of it; and whoever desires a reward in the Hereafter, We shall give him thereof. And We shall reward the grateful",کوئی ذی روح اللہ کے اذن کے بغیر نہیں مرسکتا موت کا وقت تو لکھا ہوا ہے جو شخص ثواب دنیا کے ارادہ سے کام کرے گا اس کو ہم دنیا ہی میں سے دیں گے، اور جو ثواب آخرت کے ارادہ سے کام کرے گا وہ آخرت کا ثواب پائے گا اور شکر کرنے والوں کو ہم اُن کی جزا ضرور عطا کریں گے
"And verily, for those who do wrong, there is a portion of torment like to the evil portion of torment (which came for) their likes (of old), so let them not ask Me to hasten on!",پس بے شک ان کے لیے جو ظالم ہیں حصہ ہے جیسا کہ ان کے ساتھیوں کا حصہ تھا تو وہ مجھ سے جلدی کا مطالبہ نہ کریں
"“O Yusuf! O truthful one! Explain for us the seven healthy cows which seven lean cows were eating and the seven green ears of corn and seven others dry, so I may return to the people, possibly they may come to know.”",اے یوسف اے سچے ہمیں اس کی تعبیر بتلا کہ سات موٹی گایوں کو سات دبلی کھا رہی ہیں اور سات سبز خوشےہیں اور سات خشک تاکہ میں لوگو ں کے پاس لے جاؤں شاید وہ سمجھ جائیں
Indeed you and what you worship,سو تم اور جن کو تم پوجتے ہو
"and we have no intercessors now,",اب نہ ہمارا کوئی سفارشی ہے
in which no one will suffer forever,جس میں صرف وہی بدبخت داخل ہوگا
"You know, you're coming out.",-کس کو؟ جی ہاں!
"I have missed seeing photos of friends' new babies and kittens, party invitations, interesting events, and daily updates about people I care for. I have not missed the game invitations, memes, or being bombarded with advertisements. Also on the plus side, I have become more selective about the information I consume, the raw material of my thoughts.",اس کے علاوہ مجھے اس بات کی بھی آزادی ہے کہ میں اپنی مرضی کی معلومات تک رسائی، اور اپنے خیالات کی خام حالت کا بہترین استعمال کر سکتی ہوں۔
Then tell Me (about) the human semen that you emit.,بھلا دیکھو (تو) (منی) جو تم ٹپکاتے ہو
"Indeed, I am to you a trustworthy messenger.",بیشک میں تمہارے لئے امانت دار رسول (بن کر آیا) ہوں،
My fam'liia is a poor region.,میرے famliia ایک غریب علاقہ ہے.
"[The angels will say], ""That was because you used to exult upon the earth without right and you used to behave insolently.",یہ اس لئے ہے کہ تم زمین میں ناحق خوش ہوا کرتے تھے اور (اپنے مال و اقتدار پر) اِترایا کرتے تھے۔
"Online foreign video ""crackdown"" may be as much/more about ratings & ad $$s than ideology.",(مزید انہوں نے خبر کا لنک شیئر کیا کہ جس میں سرکاری ٹی وی کی جاب سے شو دکھانے کا اعلان کیا گیا تھا)
"We sent Our messengers with the clear proofs, and We sent down with them the Book and the Balance, that humanity may uphold justice. And We sent down iron, in which is violent force, and benefits for humanity. That God may know who supports Him and His messengers invisibly. God is Strong and Powerful.",ہم نے اپنے پیغمبروں کو کھلی نشانیاں دے کر بھیجا۔ اور اُن پر کتابیں نازل کیں اور ترازو (یعنی قواعد عدل) تاکہ لوگ انصاف پر قائم رہیں۔ اور لوہا پیدا کیا اس میں (اسلحہٴ جنگ کے لحاظ سے) خطرہ بھی شدید ہے۔ اور لوگوں کے لئے فائدے بھی ہیں اور اس لئے کہ جو لوگ بن دیکھے خدا اور اس کے پیغمبروں کی مدد کرتے ہیں خدا ان کو معلوم کرے۔ بےشک خدا قوی (اور) غالب ہے
"Their apostles said unto them: we are naught but human beings like but Allah bestoweth favour on you, of His bond whomsoever He willeth and it is not for us to bring you a men command of warrantv except by the Allah. On Allah then let the believers rely.","ان کے رسولوں نے ان سے کہا ""واقعی ہم کچھ نہیں ہیں مگر تم ہی جیسے انسان لیکن اللہ اپنے بندوں میں سے جس کو چاہتا ہے نوازتا ہے اور یہ ہمارے اختیار میں نہیں ہے کہ تمہیں کوئی سند لا دیں سند تو اللہ ہی کے اذن سے آسکتی ہے اور اللہ ہی پر اہل ایمان کو بھروسہ کرنا چاہیے"
And the earth – how it has been spread out?,اور زمین کی طرف نہیں دیکھتے کہ کیسے بچھائی گئی ہے۔
"Warn them of that day of pining when all matters will have been settled, though they would still be unaware and unbelieving (of the truth).",اے نبیؐ، اِس حالت میں جبکہ یہ لوگ غافل ہیں اور ایمان نہیں لا رہے ہیں، اِنہیں اس دن سے ڈرا دو جبکہ فیصلہ کر دیا جائے گا اور پچھتاوے کے سوا کوئی چارہ کار نہ ہوگا
"All their deeds are in the Scrolls,",اور پھر جو کچھ بھی انہوں نے کیا ہے وہ اعمال ناموں میں موجود ہے
"When the disciples said, ""O Jesus, son of Mary! Can your Lord send down to us from heaven a table spread with food?"" He replied, ""Have fear of God, if you are true believers.""",(حواریوں کے سلسلہ میں) یہ واقعہ بھی یاد رہے کہ جب حواریوں نے کہا اے عیسیٰ ابن مریم! کیا آپ کا رب ہم پر آسمان سے کھانے کا ایک خوان اتار سکتا ہے؟ تو عیسیٰؑ نے کہا اللہ سے ڈرو اگر تم مومن ہو
"They are afraid so they are targeting our writers and thinkers #Kalburgi # Pansare # GauriLankesh Rest in Power https://t.co/FZfqG0Z2GK — suman sengupta (@sumonseng) September 5, 2017",وہ ڈر رہے ہیں اس لیے وہ ہمارے مصنفین اور سوچنے والوں کو نشانہ بنا رہے ہیں # کالیبری # پنسیر # گوری لینکش
Every soul must taste of death and We try you by evil and good by way of probation; and to Us you shall be brought back.,ہر جان کو موت کا مزہ چکھنا ہے، اور ہم تمہیں برائی اور بھلائی میں آزمائش کے لئے مبتلا کرتے ہیں، اور تم ہماری ہی طرف پلٹائے جاؤ گے،
"Beautified for mankind is love of the joys (that come) from women and offspring; and stored-up heaps of gold and silver, and horses branded (with their mark), and cattle and land. That is comfort of the life of the world. Allah! With Him is a more excellent abode.","لوگوں کے لئے خواہشااُ دنیا - عورتیں,اولاد, سونے چاندی کے ڈھیر, تندرست گھوڑے یا چوپائےً کھیتیاں سب مزیّن اور آراستہ کردی گئی ہیں کہ یہی متاع دنیا ہے اور اللہ کے پاس بہترین انجام ہے"
"They shall say: Nay! you-- no welcome to you: you did proffer it to us, so evil is the resting-place.",وه کہیں گے بلکہ تم ہی ہو جن کے لئے کوئی خوش آمدید نہیں ہے تم ہی نے تو اسے پہلے ہی سے ہمارے سامنے ﻻ رکھا تھا، پس رہنے کی بڑی بری جگہ ہے
"Would you then, if you were given the authority, do mischief in the land, and sever your ties of kinship?",تو کیا تم سے کچھ بعید ہے کہ تم صاحبِ اقتدار بن جاؤ تو زمین میں فساد برپا کرو اور قرابتداروں سے قطع تعلقات کرلو
"United Airlines announcing the arrival of Flight 9435 from Beiijing. Customer service representative, report to Gate C42. All visitors to the US should line up at booths one through 15.",[لاؤڈ اسپیکر] بیجنگ سے آنے والی امریکی پرواز نمبر 9435 کی آمد کا اعلان [شور مختلف آوازیں]
"And say: We (now) believe therein. But how can they reach (faith) from afar off,",اور وہ کہیں گے کہ ہم ایمان لے آئے حالانکہ اتنی دور دراز جگہ سے ایمان تک دسترس کہاں ممکن ہے
"If anyone does these things through transgression and injustice, We shall cast him into the Fire; and that is easy for God.",جو شخص ظلم و زیادتی کے ساتھ ایسا کرے گا اُس کو ہم ضرور آگ میں جھونکیں گے اور یہ اللہ کے لیے کوئی مشکل کام نہیں ہے
"[So] they may not listen to the exalted assembly [of angels] and are pelted from every side,",کہ اوپر کی مجلس کی طرف کان نہ لگاسکیں اور ہر طرف سے (ان پر انگارے) پھینکے جاتے ہیں
And similar torments of diverse kinds.,اور اسی طرح کے اور بہت سے (عذاب ہوں گے)
This is Echo 05 moving to level two.,- ایکو زیرو فائیو بول رہا ہوں ۔ ہم دوسری منزل پر جا رہے ہيں
"""Enter ye the gates of Hell, to dwell therein: and evil is (this) abode of the arrogant!""",دوزخ کے دروازوں میں داخل ہو جاؤ تم اس میں ہمیشہ رہنے والے ہو، سو غرور کرنے والوں کا ٹھکانا کتنا بُرا ہے،
There is a ban on the town that We had destroyed—that they will not return.,اور جس بستی (والوں) کو ہم نے ہلاک کردیا محال ہے کہ (وہ دنیا کی طرف رجوع کریں) وہ رجوع نہیں کریں گے
"They know the outward of this world's life, but of the hereafter they are absolutely heedless.",لوگ دُنیا کی زندگی کا بس ظاہری پہلو جانتے ہیں اور آخرت سے وہ خود ہی غافل ہیں
"Say, ‘Invoke those whom you claim [to be gods] besides Him. They have no power to remove your distress, nor to bring about any change [in your state].",کہو کہ (مشرکو) جن لوگوں کی نسبت تمہیں (معبود ہونے کا) گمان ہے ان کو بلا کر دیکھو۔ وہ تم سے تکلیف کے دور کرنے یا اس کے بدل دینے کا کچھ بھی اختیار نہیں رکھتے
So made them as maidens.,تو ان کو کنواریاں بنایا
"They said, “O Shuaib, we do not understand much of what you say, and we see that you are weak among us. Were it not for your tribe, we would have stoned you. You are of no value to us.”",وہ بولے: اے شعیب! تمہاری اکثر باتیں ہماری سمجھ میں نہیں آتیں اور ہم تمہیں اپنے معاشرے میں ایک کمزور شخص جانتے ہیں، اور اگر تمہارا کنبہ نہ ہوتا تو ہم تمہیں سنگ سار کر دیتے اور (ہمیں اسی کا لحاظ ہے ورنہ) تم ہماری نگاہ میں کوئی عزت والے نہیں ہو،
Only the Supreme Essence of your Glorious and Gracious Lord will remain forever.,اور آپ کے پروردگار کی ذات باقی رہے گی جو بڑی شان اور عظمت والا ہے
We had certainly sent warners to them.,اور البتہ ہم نے ان میں ڈرانے والے بھیجے تھے
"And a sign for them is the night; We strip the day out of it, thereupon they are in darkness.",اور ایک نشانی ان کے لئے رات ہے کہ اس میں سے ہم دن کو کھینچ لیتے ہیں تو اس وقت ان پر اندھیرا چھا جاتا ہے
It is the law of Allah which hath taken course aforetime. Thou wilt not find for the law of Allah aught of power to change.,الله کا قدیم دستور پہلے سے یونہی چلا آتا ہے اور تو اس کے دستور کو بدلا ہوا نہ پائے گا
"Say: ""O Lord, if I am made to see what has been promised them,","اے محمدؐ، دعا کرو کہ ""پروردگار، جس عذاب کی اِن کو دھمکی دی جا رہی ہے وہ اگر میری موجودگی میں تو لائے"
I think it was a hasty decision and unnecessary.,مجھے لگتا ہے کہ یہ جلدی میں فیصلہ تھا اور غیر ضروری ہے.
"But those who strive against Our Signs, to frustrate them,- for such will be a Penalty,- a Punishment most humiliating.",اور جو ہماری آیتوں کے رد کرنے میں کوشش کرتے پھرتے ہیں ان کے لیے ذلت کا عذاب ہے
"He said: ""By Allah! You have nearly ruined me.",(اس سے) کہے گا: خدا کی قسم! تو اس کے قریب تھا کہ مجھے بھی ہلاک کر ڈالے،
"All right, listen up, gentlemen, read the signs.",اب سنو دوستو یہ تمام نشانیاں دیکھ کر
And We left for them (a goodly remembrance) among generations (to come) in later times;,اور پیچھے آنے والوں میں ان کا ذکر (خیر باقی) چھوڑ دیا
"""the whale wheeled round to present his blank forehead at bay.","""وہیل خلیج میں اپنے خالی پیشانی پیش کرنے کے لئے راؤنڈ پہیوں."
"No, it's great to speak to you, too.",او کے تم سے بات کر کے بہت اچھا لگ رہا ہے ۔
"And anyone with a good eye and a good aim, up on the walls.",then you are going to have to imprison me with them. اور جس کے پاس تیز آنکھیں اور بہتر عزم، وہ دیور پر چڑھیں
And to that which they did to the believers were witnesses.,اور وہ خود گواہ ہیں جو کچھ وہ اہلِ ایمان کے ساتھ کر رہے تھے (یعنی انہیں آگ میں پھینک پھینک کر جلا رہے تھے)،
The common people of the city are extremely dejected by the present conditions of the city.,شہر کے عام لوگ اس صورت حال سے انتہائی مایوس ہیں۔
"And others there are who say, 'Our Lord, give to us in this world good, and good in the world to come, and guard us against the chastisement of the fire';",اور بعض کہتے ہیں کہ پروردگار ہمیں دنیا میں بھی نیکی عطا فرما اورآخرت میں بھی اور ہم کو عذاب جہّنم سے محفوظ فرما
"You know, Fritz, one of these days, l`m gonna have a stick of my own.",تم،، فرٹز جانتے ان دنوں میں سے ایک، میں نے خود اپنی ایک چھڑی کی ضرورت کے لئے جا رہا ہوں.
"Corruption doth appear on land and sea because of (the evil) which men's hands have done, that He may make them taste a part of that which they have done, in order that they may return.",خشکی اور تری میں لوگوں کے اعمال کے سبب سے فساد پھیل گیا ہے تاکہ الله انہیں ان کے بعض اعمال کا مزہ چکھائے تاکہ وہ باز آجائیں
"What Caesar saw in this hell hole, I'll never know.","ہج ءِ؟ ء ±¸µ¢ہج؟ ،¼­ ½أہْ°، ¹"" ؛أ´آءِ µµ¹""ءِ ¸ً¸£°عءِ¸¸"
"So We seized him and his hosts, and cast them into the sea. He became an object of much blame.",بالﺂخر ہم نے اسے اور اس کے لشکروں کو اپنے عذاب میں پکڑ کر دریا میں ڈال دیا وه تھا ہی ملامت کے قابل
I hear you`re kind of attached.,میں نے آپ کو اس قسم کی کے ساتھ منسلک کر رہے سن.
"On the day when it cometh no soul will speak except by His permission; some among them will be wretched, (others) glad.",جب وہ آئے گا تو کسی کو بات کرنے کی مجال نہ ہوگی، الا یہ کہ خدا کی اجازت سے کچھ عرض کرے پھر کچھ لوگ اس روز بد بخت ہوں گے اور کچھ نیک بخت
No. No food. I stuffed.,نہیں۔ کھانا نہیں۔ میں سیر ہوں بالکل۔
"Leave them to eat and enjoy, and let them be preoccupied with (false) hope. They will come to know!",(اے رسول(ص)) انہیں چھوڑ دو کہ وہ کھائیں (پئیں) اور عیش و آرام کریں اور (بے شک جھوٹی) امید انہیں غفلت میں رکھے عنقریب انہیں (سب کچھ) معلوم ہو جائے گا۔
And (of) Ibrahim who fulfilled (the commandments):,اور ابراہیم کے جو پورے احکام بجالایا
The day the Hour comes they will be separated into categories.,اور جس دن قیامت قائم ہوگی اس دن (جماعتیں) الگ الگ ہو جائیں گی
I NEED YOU TO GET TO THE FRONT LEFT SEAT.,میں آپ سامنے بائیں سیٹ حاصل کرنے کی ضرورت.
I believed I was protecting national security. I believed the politics stayed out of it. Didn't matter whether you were Republican or Democrat.,معاف کیجئے گا۔ صحیح سمجھے۔ اب جاؤ بھی۔
"You stick a needle in that kid`s arm, it`s gonna go right through him.",تم اس بچے کے بازو میں انجکشن، یہ درست ہے اس کے ذریعے جانے کے لئے جا رہا ہے چپکی.
"[They are also] for the poor Emigrants who have been expelled from their homes and [wrested of] their possessions, who seek grace from Allah and [His] pleasure and help Allah and His Apostle. It is they who are the truthful.",یہ مال ان مہاجر فقرائ کے لئے بھی ہے جنہیں ان کے گھروں اور اموال سے نکال باہر کردیا گیا ہے اور وہ صرف خدا کے فضل اور اس کی مرضی کے طلبگار ہیں اور خدا و رسول کی مدد کرنے والے ہیں کہ یہی لوگ دعوائے ایمان میں سچے ہیں
"Shall I inform you, (O people!), on whom it is that the evil ones descend?",لوگو، کیا میں تمہیں بتاؤں کہ شیاطین کس پر اُترا کرتے ہیں؟
"And when they meet those who believe, they say, ""We have believed""; but when they are alone with one another, they say, ""Do you talk to them about what Allah has revealed to you so they can argue with you about it before your Lord?"" Then will you not reason?",اور جب مسلمانوں سے ملیں تو کہیں ہم ایمان لائے اور جب آپس میں اکیلے ہوں تو کہیں وہ علم جو اللہ نے تم پر کھولا مسلمانوں سے بیان کیے دیتے ہو کہ اس سے تمہارے رب کے یہاں تمہیں پر حجت لائیں کیا تمہیں عقل نہیں -
Leave them then till they meet that day of theirs wherein they shall be made to swoon (with terror):,تو انہیں ان کے حال پر چھوڑ دیجئے یہاں تک کہ وہ دن دیکھ لیں جس دن بیہوش ہوجائیں گے
"We wished to favour those who were weak in the land and make them leaders and heirs,",اور ہم چاہتے تھے کہ ان پر احسان کریں جو ملک میں کمزور کیے گئے تھے اورانہیں سردار بنا دیں اور انہیں وارث کریں
I'LL LOOK FOR A LANDLINE.,میں ایک لینڈ لائن کے لئے دیکھو گے.
"Proclaim (O dear Prophet Mohammed – peace and blessings be upon him), “They will be revived by the One Who created them the first time; and He is the All Knowing of every creation.”",آپ(ص) کہہ دیجئے! انہیں وہی (خدا دوبارہ) زندہ کرے گا جس نے انہیں پہلی بار پیدا کیا تھا وہ ہر مخلوق کو خوب جانتا ہے۔
"If We pleased, We would have made it salty; why do you not then give thanks?",ہم چاہیں تو اسے سخت کھاری بنا کر رکھ دیں، پھر کیوں تم شکر گزار نہیں ہوتے؟
"Aaron said, ""Son of my mother! Do not seize me by my beard nor by my head. I was afraid that you would say, 'You have caused dissension among the Children of Israel and did not pay heed to my words.'""","ہارونؑ نے جواب دیا ""اے میری ماں کے بیٹے، میری داڑھی نہ پکڑ، نہ میرے سر کے بال کھینچ، مجھے اِس بات کا ڈر تھا کہ تو آ کر کہے گا تم نے بنی اسرائیل میں پھوٹ ڈال دی اور میری بات کا پاس نہ کیا"""
"Whosoever is an enemy unto Allah and His angels and His apostles and Jibril and Mikail, then verily Allah is an enemy unto the infidels.",(تو اللہ بھی اس کا دشمن ہے) جو شخص اللہ کا اور اس کے فرشتوں اور اس کے رسولوں اور جبرائیل اور میکائیل کا دشمن ہو، ایسے کافروں کا دشمن خود اللہ ہے
"Do you think that you will be left [as you are] while Allah has not yet made evident those among you who strive [for His cause] and do not take other than Allah, His Messenger and the believers as intimates? And Allah is Acquainted with what you do.",کیا تم یہ سمجھتے ہو کہ تم (مصائب و مشکلات سے گزرے بغیر یونہی) چھوڑ دیئے جاؤ گے حالانکہ (ابھی) اللہ نے ایسے لوگوں کو متمیّز نہیں فرمایا جنہوں نے تم میں سے جہاد کیا ہے اور (جنہوں نے) اللہ کے سوا اور اس کے رسول (صلی اللہ علیہ وآلہ وسلم) کے سوا اور اہلِ ایمان کے سوا (کسی کو) محرمِ راز نہیں بنایا، اور اللہ ان کاموں سے خوب آگاہ ہے جو تم کرتے ہو،
And sing His praises morning and evening.,اور صبح و شام اس کی پاکی بولو
"Either send them out, or send me back to D.C.",اب یا تو آپ مجھے یہ دے دیں یا پھر مجھے واشنگٹن واپس بھیج دیں
You need not stand up.,تمھیں کھڑے ہونے کی ضرورت نہیں ہے۔
But you have to be wary,لیکن آپ کو ہوشیار ہونا پڑے گا
"They said: 'O Hud! You have not brought to us any clear evidence, and we are not going to forsake our gods merely because you say so. We are not going to believe you.",کہا اے ہود تو ہمارے پاس کوئی معجزہ بھی نہ لایا اور ہم تیرے کہنے سے اپنے معبودوں کو چھوڑنے والے نہیں اورنہ ہم تجھے ماننے والے ہیں
They saw the look of it?,اس کی نظر دیکھا؟
"Yalla, Yemen! Back in Yemen, the confusion continues.",واپس یمن میں، افراتفری جاری ہے.
Do they not know that it is God who accepts the repentance of His servants and receives the welfare funds and that it is God who is All-forgiving and All-merciful?,کیا انہیں خبر نہیں کہ اللہ ہی اپنے بندوں کی توبہ قبول کرتا اور صدقے خود اپنی دست قدرت میں لیتا ہے اور یہ کہ اللہ ہی توبہ قبول کرنے والا مہربان ہے
For those who will change the face ...,وہ لوگ جو چہرہ تبدیل کرے گا کے لئے ...
"Are we Witnessing #MehranBase Attack 2 #Karachi #Airport #KarachiairportAttack — Kamal Faridi (@KamalFaridi) June 8, 2014",مہران بیس کے حملے میں علاقہ کلیئر کنے میں دو دن لگ گئے تھے اس بار کا رقبہ مہران بیس سے دس گنا زیادہ ہے۔
Endued with Wisdom: for he appeared (in stately form);,جو بڑا صاحب حکمت ہے
They will never be denied the rewards of their good deeds. God knows well about the pious.,یہ جو کچھ بھی بھلائیاں کریں ان کی ناقدری نہ کی جائے گی اور اللہ تعالیٰ پرہیزگاروں کو خوب جانتا ہے
And Allah knoweth that which ye keep hidden and that which ye proclaim.,اور اللہ جانتا ہے جو کچھ تم چھپاتے ہو اور جو کچھ تم ظاہر کرتے ہو،
"Your Allah is One Allah. But as for those who believe not in the Hereafter their hearts refuse to know, for they are proud.",تمہارا معبوثد ایک معبود ہے تو وہ جو آخرت پر ایمان نہیں لاتے ان کے دل منکر ہیں اور وہ مغرور ہیں
They said: Our Lord knows that we are most surely apostles to you.,وہ بولے ہمارا رب جانتا ہے کہ بیشک ضرور ہم تمہاری طرف بھیجے گئے ہیں،
"But the man of belief said: ""O my people, what I fear for you is the like of what befell the communities (of old).",اس مومن نے کہا اے میری قوم! (کے لوگو) مجھے تو اندیشہ ہے کہ تم پر بھی ویسا ہی روز (بد عذاب) نہ آئے جو اور امتوں پر آیا
They said: Our Lord knows that we are most surely apostles to you.,انہوں نے کہا ہمارا رب جانتا ہے کہ ہم تمہاری طرف بھیجے ہوئے ہیں
"Do, however, keep exhorting them; for exhortation benefits those endowed with faith.",البتہ نصیحت کرتے رہو، کیونکہ نصیحت ایمان لانے والوں کے لیے نافع ہے
who deny the Day of Retribution;,جو لوگ روز جزا کا انکار کرتے ہیں
"Believers, many rabbis and monks consume other people's property by false means and create obstacles in the way of God. Those who horde gold and silver and do not spend (anything out of it) for the cause of God, should know that their recompense will be a painful torment",اے ایمان والو! بہت سے عالم اور راہب لوگوں کا مال ناجائز طریقہ پر کھاتے ہیں اور لوگوں کو خدا کی راہ سے روکتے ہیں۔ اور جو لوگ سونا چاندی جمع کرکے رکھتے رہتے ہیں اور اسے اللہ کی راہ میں خرچ نہیں کرتے، انہیں دردناک عذاب کی بشارت دے دو۔
"Know that Allah is severe in punishment, but that Allah (also) is Forgiving, Merciful.",جان لو بے شک الله سخت عذاب والا ہے اور بے شک الله بخشنے والا مہربان ہے
And there have come to them such tidings as contain a deterrent --,اور بیشک ان کے پاس وہ خبریں آئیں جن میں کافی روک تھی
"I'm so sorry, Joseph.",- ہاں - سوری جوزف
"He (Joseph) said: 'Give me charge of the storehouses of the land, I am a knowledgeable guardian'",یوسف (علیہ السلام) نے فرمایا: (اگر تم نے واقعی مجھ سے کوئی خاص کام لینا ہے تو) مجھے سرزمینِ (مصر) کے خزانوں پر (وزیر اور امین) مقرر کر دو، بیشک میں (ان کی) خوب حفاظت کرنے والا (اور اقتصادی امور کا) خوب جاننے والا ہوں،
"AND I PROMISE I'M GONNA MAKE IT UP TO YOU, HONEY.",اور میں ہوں والا، آپ کو شہد کی قضاء وعدہ.
"You will see the wrongdoers fearful of the consequence of their deeds which will certainly overtake them. But those who have faith and do good deeds will be in the meadows of the Gardens, wherein they shall have whatever they desire from their Lord; that is the great Bounty.",آپ ظالموں کو اُن (اعمال) سے ڈرنے والا دیکھیں گے جو انہوں نے کما رکھے ہیں اور وہ (عذاب) اُن پر واقع ہو کر رہے گا، اور جو لوگ ایمان لائے اور نیک اعمال کرتے رہے وہ بہشت کے چَمنوں میں ہوں گے، اُن کے لئے اُن کے رب کے پاس وہ (تمام نعمتیں) ہوں گی جن کی وہ خواہش کریں گے، یہی تو بہت بڑا فضل ہے،
"Some faces, that Day, will be humiliated (in the Hell-fire, i.e. the faces of all disbelievers, Jews and Christians, etc.).",اس دن کتنے ہی چہرے ذلیل و خوار ہوں گے،
"And your Lord is Rich (Free of all wants), full of Mercy, if He will, He can destroy you, and in your place make whom He will as your successors, as He raised you from the seed of other people.",اور تمہارا پروردگار بےپروا (اور) صاحب رحمت ہے اگر چاہے (تو اے بندوں) تمہیں نابود کر دے اور تمہارے بعد جن لوگوں کو چاہے تمہارا جانشین بنا دے جیسا تم کو بھی دوسرے لوگوں کی نسل سے پیدا کیا ہے
"It produces its fruit all the time, by permission of its Lord. And Allah presents examples for the people that perhaps they will be reminded.",جو اپنے پروردگار کے حکم سے ہر وقت اپنے پھل ﻻتا ہے، اور اللہ تعالیٰ لوگوں کے سامنے مثالیں بیان فرماتا ہے تاکہ وه نصیحت حاصل کریں
"And to Thamood We sent their brother Salih. He said: 'Worship Allah, my nation, for you have no god except He. A clear proof has come to you from your Lord. Here is the shecamel of Allah, a sign for you. Leave her to graze in the earth of Allah and do not touch her with evil, lest a painful punishment seizes you.","اور ثمود کی طرف ہم نے اُن کے بھائی صالحؑ کو بھیجا اس نے کہا ""اے برادران قوم، اللہ کی بندگی کرو، اس کے سوا تمہارا کوئی خدا نہیں ہے تمہارے پاس تمہارے رب کی کھلی دلیل آ گئی ہے یہ اللہ کی اونٹنی تمہارے لیے ایک نشانی کے طور پر ہے، لہٰذا اسے چھوڑ دو کہ خدا کی زمین میں چرتی پھرے اس کو کسی برے ارادے سے ہاتھ نہ لگانا ورنہ ایک درد ناک عذاب تمہیں آ لے گا"
You cannot challenge God on earth and you will have no one besides Him as your guardian or helper.,اور تم زمین میں قابو سے نہیں نکل سکتے اور نہ اللہ کے مقابل تمہارا کوئی دوست نہ مددگار
- But your lies are so clever. - I'm the guardian of the divine covenant.,؂ لیکن تمہارے جھوٹ بہت عمدہ تھے۔ ؂ میں ایک مقدس عہد کی پاسبان ہوں۔
Tar compressed with bzip2 (.tar.bz2),Tar دبا ہوا بمع bzip2 (.tar.bz2)
"“And if you do not bring him to me, there shall be no measure (provisions) for you with me and do not ever come near me.”",پھر اگر تم اسے میرے پاس نہ لائے تو نہ تمہیں میرے ہاں سے پیمانہ ملے گا اور نہ تم میرے پاس آنا
"Allah has indeed heard the speech of the woman who is arguing with you (O dear Prophet Mohammed – peace and blessings be upon him) concerning her husband, and is complaining to Allah; and Allah hears the conversation of you both; indeed Allah is All Hearing, All Knowing.",اللہ نے سن لی اُس عورت کی بات جو ا پنے شوہر کے معاملہ میں تم سے تکرار کر رہی ہے اور اللہ سے فریاد کیے جاتی ہے اللہ تم دونوں کی گفتگو سن رہا ہے، وہ سب کچھ سننے اور دیکھنے والا ہے
