english,urdu
is ka darulhokumat shilang hai.,اس کا درالحکومت شیلانگ ہے۔
"Hazrat Umar ke qaayim kardah meyaar ke mutaabiq saat dinar ka wazan das diraaham ke baraabar ho, to ek dirham ka wazan taqreeban 2.975 gram (taqreeban 3 gram) hota hai.",حضرت عمر کے قائم کردہ معیارکے مطابق سات دینار کا وزن دس دراہم کے برابر ہو، تو ایک درہم کا وزن تقریبا 2.975 گرام (تقریبا 3 گرام) ہوتاہے۔
"muslim league ney is tehreek mein hissa nahi liya, kyunkay baqaul quied Azam is tehreek ka maqsad nah sirf angrezi hukoomat ko is par majaboor karna hai ke woh congress",مسلم لیگ نے اس تحریک میں حصہ نہیں لیا، کیونکہ بقول قائد اعظم اس تحریک کا مقصد نہ صرف انگریزی حکومت کو اس پر مجبور کرنا ہے کہ وہ کانگریس
girjaghar ka tarze taamir rumi bazentini he.,گرجاگھر کا طرز تعمیر رومی بازنطینی ہے۔
yahan naghme aur raqs ki shakal inhi marasim se mutasir paayi gayi hai.,یہاں نغمے اور رقص کی شکل ان ہی مراسم سے متاثر پائی گئی ہے۔
is maqsad ke liye chaandi mile sone ko rollers ke darmiyan se guzaar kar bareek warq mein tabdeel karaya jata hai.,اس مقصد کے لیے چاندی ملے سونے کو رولرز کے درمیان سے گزار کر باریک ورق میں تبدیل کر لیا جاتا ہے۔
aur lalayi achgazi ne raaziq achgazi ko ittelaa di jo usi taaq mein baitha tha.,اور لالئ اچگزی نے رازق اچگزی کو اطلاع دی جو اسی تاق میں بیٹھا تھا
kali se bhi tambe ka aik pin mila he aur us ka sira qadre khamdar he.,کلی سے بھی تامبے کا ایک پن ملا ہے اور اس کا سرا قدرے خمدار ہے۔
1005hijri main gopamo zila hardoi mian paida huye un ke walid shaikh eisa muhaddis faqih aur sufi the unho ne,1005ھ میں گوپامو ضلع ہردوئی میں پیدا ہوئے ان کے والد شیخ عیسیٰ محدث فقیہ اور صوفی تھے انہوں نے
chand noton ke badle aap ke mulk ke market set koi bhi cheez kharid sakte hain.,چند نوٹوں کے بدلے آپ کے ملک کے مارکیٹ سے کوئی بھی چیز خرید سکتے ہیں۔
august san do hazar che main mere ilaqe main nawab akbar bagti ki halakat ke waqt bhi us ghar main balach mari un ke sath maujud the.,اگست سن دو ہزار چھ میں مری علاقے میں نواب اکبر بگٹی کی ہلاکت کے وقت بھی اس غار میں بالاچ مری ان کے ساتھ موجود تھے۔
congress ke sadar Ramanand Teerath ne is ki maal aur hathiyaar se madad ki.,کانگریس کے صدر راما نند تیرتھ نے اس کی مال اور ہتھیار سے مدد کی۔
"ye bhi kaha jata he ke khalil ke walid wo pehle shakhs the jinhen huzur akram (PBHU) ki wafat ke baad pehli baar ""ahmed"" kaha gaya.","یہ بھی کہا جاتا ہے کہ خلیل کے والد وہ پہلے شخص تھے جنہیں حضورِ اکرم (ص) کی وفات کے بعد پہلی بار ""احمد"" کہا گیا۔"
chiniyon ke khilaaf napasanddeedgi ke jazbaat to amrikiyon ke andar pehle hi maujood the lekin 1860 aur 1870 ke ashron mein Dennis Karni ki mazdoor party,چینیوں کے خلاف نالپسندیدگی کے جذبات تو امریکیوں کے اندر پہلے ہی موجود تھے لیکن 1860ء اور 1870ء کے عشروں میں ڈینیس کرنی کی مزدور پارٹی
subai assembley baluchistan,صوبائی اسمبلی بلوچستان
woh 10 July 2018 ko Peshawar mein awaami National Party ke jalsay ke douran mein khudkush dhamakay mein faut ho gaye.,وہ 10 جولائی 2018ء کو پشاور میں عوامی نیشنل پارٹی کے جلسے کے دوران میں خودکش دھماکے میں فوت ہو گئے۔
numa sitaare se is qadar munasib faasle per ho jo aam-ul-bashar ko haasil hai aur agar is per khulmaaye ko apne istaqlaab ke waaste darkaar buniyaadi ajza,نما ستارے سے اس قدر مناسب فاصلے پر ہو جو عالم البشر کو حاصل ہے اور اگر اس پر خلمائع کو اپنے استقلاب کے واسطے درکار بنیادی اجزاء
hum azal se azad hain aur azad rahen ge.,ہم ازل سے آزاد ہیں اور آزاد رہیں گے۔
jab ke tez tarin chak baad ke zamane main ijad hua .,جب کہ تیز ترین چاک بعد کے زمانے میں ایجاد ہوا ۔
"wali se pehle kam az kam ghazal ke do adawar guzar chuke the un"" adwar ke",”ولی سے پہلے کم از کم غزل کے دوادوار گز ر چکے تھے ان ادوار کے
is liye ke bade chacha jaise mujahid sab kuchh azadi per nichhawar kar rahe the.,اس لیے کہ بڑے چچا جیسے مجاہد سب کچھ آزادی پر نچھاور کر رہے تھے۔
Tarjuma: Khuda ke Huzoor mein sab se qaabile izzat wa ihteraam wo shakhs hai jo sab se zyada muttaqi hai.,ترجمہ: خدا کے حضور میں سب سے قابل عزت و احترام وہ شخص ہے جو سب سے زیادہ متقی ہے۔
"december ko, iraq ke shahar basra mein peeli 5, jacket se mutasir hokar ehtejaaj kiya gaya",5 دسمبر کو، عراق کے شہر بصرہ میں پیلی جیکٹ سے متاثر ہو کراحتجاج کیا گیا،
taaleem aur zaahiri buniyaadi dhaanche ke aadaad wa shumaar kee tahqeeq karna aur unhein shaya karna hai.,تعلیم اور ظاہری بنیادی ڈھانچے کے اعداد و شمار کی تحقیق کرنا اور انہیں شائع کرنا ہے۔
Tahsil Dasht Blochistan (Pakistan) ke zila Kech ki ek Tahsil hai.,تحصیل دشت بلوچستان (پاکستان) کے ضلع کیچ کی ایک تحصیل ہے۔
baad Pakistan muntaqil hone ke baad baaz auqaat tameez ke liye ye naam diya jaata hai.,بعد پاکستان منتقل ہونے کے بعد بعض اوقات تمیز کے لیے یہ نام دیا جاتا ہے۔
Maria Tasuta Yuva ne bajaaye apni beti ko shaayerah banane ke piyano nawaz banane ki thaan li aur is fun mein unho ne maharat haasil ki.,ماریا تسوتایوا نے بجائے اپنی بیٹی کو شاعرہ بنانے کے پیانو نواز بنانے کی ٹھان لی اور اس فن میں انہوں نے مہارت حاصل کی۔
pakistan railways ki sarkari website ke mutabiq amn railway station ka code UMN he,پاکستان ریلویز کی سرکاری ویب سائٹ کے مطابق امن ریلوے اسٹیشن کا کوڈ UMN ہے
"veeruna town ship, faribault county, minnesota",ویرونا ٹاؤن شپ، فاریبولٹ کاؤنٹی، مینیسوٹا
is nazm main radha ke liye krishn ki mohabbat ko sab se ziyada dikhaya gaya he aur bhakti tehrik main use bahut ahmiyat hasil he.,اس نظم میں رادھا کے لیے کرشن کی محبت کو سب سے زیادہ دکھایا گیا ہے اور بھکتی تحریک میں اسے بہت اہمیت حاصل ہے۔
Yaadon kee Saughaat (Dr. Faraz Hamidi),یادوں کی سوغات (ڈاکٹر فراز حامدی)
mashonaland mashraqi sooba,ماشونالینڈ مشرقی صوبہ
"ki wajah se is ki qadar mein kami ho jaati hai aur mulk ka paisa tabaah ho jaata hai, jis ki wajah se mayishat kharaab ho jaati hai.",کی وجہ سے اس کی قدر میں کمی ہوجاتی ہے اور ملک کا پیسہ تباء ہوجاتا ہے، جس کی وجہ سے معیشت خراب ہوجاتی ہے۔
"1850AD main baghawat, din main fitna phailane aur khwateen ke huquq par kuch baghiyana sawalaat uthane ke ilzam main iran ke badshah nasirud deen qachar ne apne darbar bulaya.",1850ء میں بغاوت، دین میں فتنہ پھیلانے اور خواتین کے حقوق پر کچھ‍ باغیانہ سوالات اٹھانے کے الزام میں ایران کے بادشاہ ناصر الدین قاچار نے اپنے دربار بلایا۔
kuchh addi nazaamon mein 3158 se bada ya ziyada aur 3160 se chhota ya kam hota hai.,کچھ عددی نظاموں میں 3158 سے بڑا یا زیادہ اور 3160 سے چھوٹا یا کم ہوتا ہے۔
is Ilmi wa adbi maidan mein bhi hukoomat ney inhen 1897 Sham-sul- olama ka khitaab diya aur 1902 mein aydnbra university ney L L B ki aizazi degree di.,اس علمی و ادبی میدان میں بھی حکومت نے انہیں 1897ء شمس العلماء کا خطاب دیا اور 1902ء میں ایڈنبرا یونیورسٹی نے ایل ایل ڈی کی اعزازی ڈگری دی۔
aur Aisha use sahee hadees mein marvi hai wo bayaan karti hain ki Nabi sallallahu alaihi wa aalihi wasallam ne farmaya,اور عائشہ ا سے صحیح حدیث میں مروی ہے وہ بیان کرتی ہیں کہ نبی صلی اللہ علیہ وآلہ وسلم نے فرمایا
september 1846 ko neptune daryaaft huwa to ye 23 mushahide ki bajaaye reyaziyaati peshen goi se daryaaft hone waala pehla saiyarah tha.,23 ستمبر 1846 کو نیپچون دریافت ہوا تو یہ مشاہدے کی بجائے ریاضیاتی پیشین گوئی سے دریافت ہونے والا پہلا سیارہ تھا۔
is ke alaawah siyaahat bhi aham zaria aamdani hai.,اس کے علاوہ سیاحت بھی اہم ذریعہ آمدن ہے۔
"aisa na tha ke be daregh daulat (kaghaz currency) ke rup main yakdam mandi main dal di jati, rupay, dollar waghera ki qimat main kami hojati.",ایسا نہ تھا کہ بے دریغ دولت(کاغذی کرنسی)کے روپ میں یکدم منڈی میں ڈال دی جاتی، روپے،ڈالر وغیرہ کی قیمت میں کمی ہوجاتی۔
deception point ka aghaz isi sawal ke jawab se hota hai.,ڈیسیپشن پوائنٹ کا آغاز اسی سوال کے جواب سے ہوتا ہے۔
"maghrib ki janib ye purtugal, junub main jabalut tariq aur marakash aur shumal mashriq main indora aur france ke sath milta he.",مغرب کی جانب يہ پرتگال، جنوب ميں جبل الطارق اور مراکش اور شمال مشرق ميں انڈورا اور فرانس کے ساتھ ملتا ہے۔
barqiya khol (electon shell) jaisa ke naam se ayan he ke barqat (electrons) ki johari naye ke gird gardish,برقیہ خول (electron shell) جیسا کہ نام سے عیاں ہے کے برقات (electrons) کی جوہری نویے کے گرد گردش
"talba is imarat mein baith kar padhne likhne ko aik ezaz aur sharf samajhte hain, jab yahan baithne ko jagah na mile to baithne",طلبہ اس عمارت میں بیٹھ کر پڑھنے لکھنے کو ایک اعزاز اور شرف سمجھتے ہیں، جب یہاں بیٹھنے کو جگہ نہ ملے تو بیٹھنے
is tarah kai zuruf par naqqashi bhi wadi sindh ki tehzeeb ke asrat liye huye he.,اس طرح کئی ظروف پر نقاشی بھی وادی سندھ کی تہذیب کے اثرات لیے ہوئے ہے۔
aqaayid aur taareekhi shawaahid ke mutaabiq san 260 Hijri (ba-mutaabiq san 874 iswi) mein Hazrat Imam Hasan Askari,عقائد اور تاریخی شواہد کے مطابق سنہ 260ہجری (بمطابق سنہ 874عیسوی) میں حضرت امام حسن عسکری
ittela nahin hai siwaye is ke ki woh haize se beemar ho gaye the magar bahaullah ki zere nigraani,اطلاع نہیں ہے سوائے اس کے کہ وہ ہیضے سے بیمار ہو گئے تھے مگر بہاء اللہ کی زیر نگرانی
fehrist Montserrat ke dariya,فہرست مانٹسریٹ کے دریا
hone waala pahli Americi tha go ki is amar ke mazeed daawe daar bhi baad mein paida ho gaye.,ہونے والا پہلی امریکی تھا گو کہ اس امر کے مزید دعوے دار بھی بعد میں پیدا ہو گئے۔
aaj soorate- haal yeh hai ke railway ke qeemti alaat waghera chori karliye jatay hain.,آج صورت حال یہ ہے کہ ریلوے کے قیمتی آلات وغیرہ چوری کرلئے جاتے ہیں۔
"September 1873 mein apne pairookaaron ke saath mil kar Satya Shodhak Samaj (Jooyae Haq Samaj) qaayim kiya, buniyadi taur",ستمبر 1873ء میں اپنے پیروکاروں کے ساتھ مل کر ستیہ شودھک سماج (جویائے حق سماج) قائم کیا، بنیادی طور
huwe jism ke deegar aizaa aur hisson tak pahunch jaate hain aur ye sartaan ke jism mein phailne ka aik aham sabab hota hai.,ہوئے جسم کے دیگر اعضاء اور حصوں تک پہنچ جاتے ہیں اور یہ سرطان کے جسم میں پھیلنے کا ایک اہم سبب ہوتاہے۔
in teenon filmon ke hit ho jaane par zaahir see baat hai ki Salma Mumtaz bhi filmi shaiqeen kee har-dil-azeez fankaarah ban gayi theen kyonki in filmon ke hit hone ke,ان تینوں فلموں کے ہٹ ہوجانے پر ظاہر سی بات ہے کہ سلمیٰ ممتاز بھی فلمی شائقین کی ہردلعزیز فنکارہ بن گئی تھیں کیونکہ ان فلموں کے ہٹ ہونے کے
Maratul Manajeeh shirah Mishkaatul Masaabeeh Mufti Ahmad Yaar Khan jild hashtum safha 152 Naeemi kutb khana Gujarat,مرآۃ المناجیح شرح مشکوۃ المصابیح مفتی احمد یار خان جلد ہشتم صفحہ152 نعیمی کتب خانہ گجرات
badal jaati hai aur is kee tawaanayi kam hone kee wajah se us kee frequency kam ho jaati hai yaani us ka tool mauj badh jaata hai.,بدل جاتی ہے اور اس کی توانائ کم ہونے کی وجہ سے اس کی فریکوئنسی کم ہو جاتی ہے یعنی اس کا طول موج بڑھ جاتا ہے۔
matan aur haiyati tajurbe ke liye hamare adab ka naaguzeer hissa tasleem kiya gaya hai.,متن اور ہئیتی تجربے کے لیے ہمارے ادب کا ناگزیر حصہ تسلیم کیا گیا ہے۔
"aligzindrya town shup, new jarsi",الیگزینڈریا ٹاؤن شپ، نیو جرسی
"un ke aasaar mein Shirah Kifayatul Usool, Bahas fil Falsafa wa ilmul kalaam, Tauzeehul Murad fee Shirah tajreedud Aiteqaad, Shirah Diwaane mutanabbi, Farsi mein ek Diwaan sher aur.",ان کے آثار میں شرح کفایۃ الاصول، بحث فی الفلسفة وعلم الکلام، توضیح المراد فی شرح تجرید الاعتقاد، شرح دیوان متنبی، فارسی میں ایک دیوان شعر اور۔.۔
"bataarikh june 2016 border security force ki goli se gomustapur zaili zila, chapayi nawabganj zila mein do bangladesh maare gaye.",بتاریخ جون 2016ء، بارڈر سیکورٹی فورس کی گولی سے گوموستاپور ذیلی ضلع، چپائی نواب گنج ضلع میں دو بنگلہ دیشی مارے گئے۔
usi opera ko buniyaad banaate huye ek TV Series aur film bhi banayi gayi.,اسی اوپرا کو بنیاد بناتے ہوئے ایک ٹی وی سیریز اور فلم بھی بنائی گئی۔
Bharat mein bachchon ka ek pasandeedah cartoon kirdaar chris hai.,بھارت میں بچوں کا ایک پسندیدہ کارٹون کردار کرس ہے۔
aaraasta farmaya taake har tabqa-e-fikr ke log yaksaan taur per is se istefaada kar sakein is tarah misbahul quran trust,آراستہ فرمایا تاکہ ہر طبقہ فکر کے لوگ یکساں طورپر اس سے استفادہ کر سکیں اس طرح مصباح القرآن ٹرسٹ
yeh saltanat usmaniya mein taqreeban isi sarkari hesiyat ke liye istemaal kiya jaany wala aik khitaab tha.,یہ سلطنت عثمانیہ میں تقریبا اسی سرکاری حیثیت کے لیے استعمال کیا جانے والا ایک خطاب تھا۔
munrovya jana pada jahan chaar mahine ke baad woh bukhaar mein mubtla huwe aur 67 saal ki umar mein wafaat paayee.,مونروویا جانا پڑا جہاں چار مہینے کے بعد وہ بخار میں مبتلا ہوئے اور 67 سال کی عمر میں وفات پائی۔
mukalama nigari dramey ki jaan hai.,مکالمہ نگاری ڈارمے کی جان ہے۔
ye ek naamukammal mazmoon hai.,یہ ایک نامکمل مضمون ہے۔
Bera Romiyon ne faraaham kiya aur Habsh ne apni 70 hazaar fauj isi ke zaria se Yamen ke saahil par utaari.,بیڑا رومیوں نے فراہم کیا اور حبش نے اپنی 70 ہزار فوج اسی کے ذریعے سے یمن کے ساحل پر اتاری۔
"Prof. Muneebur Rahman ne Tafheemul Masail, Qaanoone Shariat, Usoole Fiqh Islam aur doosri be shumaar kutb likhi hain.",پروفیسر منیب الرحمن نے تفہیمِ المسائل، قانونِ شریعت، اصولِ فقہ اسلام اور دوسری بے شمار کتب لکھی ہیں۔
"."" cheeni, bidan spar TV show main""",چینی، بائیڈن سپار ٹی وی شو میں .
"Adil ne Turkon se madad maangi aur un kee madad se Iran ne ye sar-zameen dobarah haasil kar li, magar jald hi is ilaaqe par Turk chha gaye.",عادل نے ترکوں سے مدد مانگی اور ان کی مدد سے ایران نے یہ سرزمین دوبارہ حاصل کرلی، مگر جلد ہی اس علاقے پر ترک چھا گئے۔
Ghalib duniya ke sabse bade shaayer aur Manto duniya ke sab se bade afsana nigaar hain.,”غالب دنیا کے سب سے بڑے شاعر اور منٹو دنیا کے سب سے بڑے افسانہ نگار ہیں۔“
"kar apni tasweer banatay hue goli chala di, jis se woh zakhmi ho gaya aur hospital daakhil karwaya gaya.",کر اپنی تصویر بناتے ہوئے گولی چلا دی، جس سے وہ زخمی ہو گیا اور اسپتال داخل کروایا گیا۔
aap is mein izaafa kar ke wikipedia kee madad kar sakte hain.,آپ اس میں اضافہ کر کے ویکیپیڈیا کی مدد کر سکتے ہیں۔
un kee is daleel ke radd mein mashhoor muhaddis Imam Nasiruddin Albani rahmatullah ne ilmi tanqeed kee hai.,ان کی اس دلیل کے رد میں مشہور محدث امام ناصر الدین البانی رح نے علمی تنقید کی ہے۔
1962 mein aisa hi ehtemaam Quetta ki assembly ki jaanib se kiya gaya tha.,1962ء میں ایسا ہی اہتمام کویٹہ کی اسمبلی کی جانب سے کیا گیا تھا۔
"hazrat ji maulana inaamul hasan sahab rahimahullah, inhi maulan ikramul hasan sahab ke farzand the.",حضرت جی مولانا انعام الحسن صاحب رحمہ اللہ، انہی مولانا اکرام الحسن صاحب ؒ کے فرزند تھے۔
Abdullah bin Mohammad (arabic : Abdulla bin Mohammad) ya Tahir bin Mohammad aur Taiyab bin Mohammad bhi,عبد اللہ بن محمد (عربی:عبد اللہ بن محمد) یا طاہر بن محمد اور طیب بن محمد بھی
"scotland county, shumaali carolina",سکاٹ لینڈ کاؤنٹی، شمالی کیرولائنا
jaata hai magar sil numa kee soorat mein marz kee shahaadat aksar nahin milti aur aisi soorat mein ikhebaar ya padtaal ko manfi kaha jaata hai.,جاتا ہے مگر سل نما کی صورت میں مرض کی شہادت اکثر نہیں ملتی اور ایسی صورت میں اختبار یا پڑتال کو منفی کہا جاتا ہے۔
iendhan ki qimaton main izafa masarife zindagi ke badhte ikrajat aur hukumati tex islahat jaise masail ka napasandida bojh mehnat,ایندھن کی قیمتوں میں اضافہ، مصارف زندگی کے بڑھتے اخراجات اور حکومتی ٹیکس اصلاحات جیسے مسائل کا ناپسندیدہ بوجھ محنت
pehli anglo sikh jung maharaja ranjeet singh ki maut ke che saal baad shuru hui thi.,پہلی اینگلو سکھ جنگ مہاراجہ رنجیت سنگھ کی موت کے چھ سال بعد شروع ہوئی تھی۔
aap urdu ke alawa arabi o farsi ke bhi aalim the.,آپ اردو کے علاوہ عربی و فارسی کے بھی عالم تھے۔
"taham, us ne trump ka libas chand pehle banne wlai film mabel's strange predicament ke liye waza kiya tha.",تاہم، اس نے ٹریمپ کا لباس چند پہلے بننے والی فلم میبلز سٹرینج پریڈیکیمینٹ کے لیے وضع کیا تھا۔
"pakistan main har saal lakhon man electronic kuda jis main computer, monitor, ki board, mobile phone",پاکستان میں ہر سال لاکھوں من الیکٹرونک کوڑا جس میں کمپیوٹر، مانیٹر، کی بورڈ ،موبائل فون
khaatma-e-kalaam per Nabi Sallallahu Alaihi Wasallam ko khitaab karke farmaya gaya hai ke ye log tumhari baatein sun kar mazaaq,خاتمۂ کلام پر نبی صلی اللہ علیہ و آلہ وسلم کو خطاب کرکے فرمایا گیا ہے کہ یہ لوگ تمہاری باتیں سن کر مذاق
sakiyaan lariyaan saawe kapde cha paate,سکیاں لڑیاں ساوے کپڑے چا پاتے
un ka jadde amjad mohammad khan bangash tha.,ان کا جد امجد محمد خان بنگش تھا۔
"zaroorat se gaya hua tha, wo jab Maru mein waapas aaya aur Imam Ibrahim ka khat us",ضرورت سے گیا ہوا تھا، وہ جب مرو میں واپس آیا اور امام ابراہیم کا خط اس
"poore Pakistan mein maweshiyon kee tasveerein kohaan waali hain, so yahan bhi hain.",پورے پاکستان میں مویشیوں کی تصویریں کوہان والی ہیں، سو یہاں بھی ہیں۔
"ke naayeb sadar hain, kee mukhaalifat kee wajah se Hamid Raza Gilani Peoples Party mein shaamil nahin huye.",کے نائب صدر ہیں، کی مخالفت کی وجہ سے حامد رضا گیلانی پیپلز پارٹی میں شامل نہیں ہوئے۔
Anwar ne mahsoos kiya ke itni aasaniyan hone ke bawajood ise patther waapis rakhne bhhejna zaroor aik chaal hai lihaaza woh,انور نے محسوس کیا کہ اتنی آسانیاں ہونے کے باوجود اسے پتھر واپس رکھنے بھیجنا ضرور ایک چال ہے لہذا وہ
Quran mein dahar ka lafz (jaisa ki oopar bayaan hua) soorah al-dahar (soorah al-insaan) mein aaya,قرآن میں دھر کا لفظ (جیسا کہ اوپر بیان ہوا) سورۃ الدھر (سورۃ الانسان) میں آیا
maqtal abul hasan yahya bin amr bin yahya bin husain ziddamaa bin zaid bin imam zainul abidin 250 hijri (10),(10) مقتل ابوالحسین یحیی بن عمر بن یحیی بن حسین ذی الدمعۃ بن زید بن امام زین العابدین ۲۵۰ ہجری
"taqwa ka matlab hai perhezgaari, neki aur hidayat ki raah.",تقویٰ کا مطلب ہے پی رہی ز گاری، نیکی اور ہدایت کی راہ۔
ye maqamat hukumate sindh ki sarf se mehfuz karda hen.,یہ مقامات حکومت سندھ کی صرف سے محفوظ کردہ ہیں۔
iraq mein communist party aur baas party ke daur-e-hukumat mein aap ne hauza amliya najaf ka ghair jaanibdaar kirdaar barqarar rakhne ki koshish ki.,عراق میں کمیونسٹ پارٹی اور بعث پارٹی کے دور حکومت میں آپ نے حوزہ علمیہ نجف کا غیر جانبدار کردار برقرار رکھنے کی کوشش کی۔
is daur mein log baaqida makanaat banakar chhoti chhoti bastiyoun ki shakl mein abad ho gaye they aur abadi bara hissa mukammal khanah badoshi chore kar name abad hochuka tha.,اس دور میں لوگ باقیدہ مکانات بناکر چھوٹی چھوٹی بستیوں کی شکل میں آباد ہسگئے تھے اور آبادی بڑا حصہ مکمل خانہ بدوشی چھوڑ کر نیم آباد ہوچکا تھا۔
mein darj zail adaalatein bhi kaam karti rahen gi jinhein ba ikhteyaar daayerah amal wa ikhteyaar haasil rahe ga (alif) zila Quazi,میں درج ذیل عدالتیں بھی کام کرتی رہیں گی جنہیں با اختیار دائرہ عمل واختیار حاصل رہے گا (الف) ضلع قاضی
"is ka naam Najman do alfaaz ka murakkab hai, 1. Najam yaani sitaarah aur 2. Khaandaan se",اس کا نام، نجمان دو الفاظ کا مرکب ہے، 1- نجم یعنی ستارہ اور 2- خاندان سے
shuroo mein Africi baashinde ghulam bana kar laaye gaye jin kee madad se taraqqi kee.,شروع میں افریقی باشندے غلام بنا کر لائے گئے جن کی مدد سے ترقی کی۔
"shumaarah ke mutradifaat mein ashaat, issue, parcha, hisaab, rasala, ginti aur number waghaira hain.",شمارہ کے مترادفات میں اشاعت، اِیشُو، پرچہ، حساب، رسالہ، گنتی اور نمبر وغیرہ ہیں۔
Sindhi ke aala paaye ke shayar the.,سندھی کے اعلی پائے کے شاعر تھے۔
haspataal se chhoti tibbi sahoolat ko matibb kaha jaata hai.,ہسپتال سے چھوٹی طبّی سہولت کو مطب کہاجاتا ہے۔
par ye teen idaaron Mossad aman aur sheen bath ka hissa hi tasawwur kiye jaate hain,پر یہ تین اداروں موساد امن اور شین باتھ کا حصہ ہی تصور کیے جاتے ہیں
fehrist Tasmania ke dariya,فہرست تسمانیا کے دریا
is jung mein fateh ke baad east india company ko be panah asar wa rasookh haasil ho gaya.,اس جنگ میں فتح کے بعد ایسٹ انڈیا کمپنی کو بے پناہ اثر و رسوخ حاصل ہو گیا۔
kharjiyat pasand shayar zindagi ki bairuni satah dekhta he.,خارجیت پسند شاعر زندگی کی بیرونی سطح دیکھتا ہے۔
A ke imtihaan mein aik baar phir pehli position haasil ki.,اے کے امتحان میں ایک بار پھر پہلی پوزیشن حاصل کی۔
is ke alawa yahan aik bada asatza ki tarbiyat ka edara qayam hai.,اس کے علاوہ یہاں ایک بڑا اساتذہ کی تربیت کا ادارہ قائم ہے۔
"pengoin dictionary of science (2009AD) ke mutabiq, echology se murad jandaron ka aisa mutala he jo ird gird ke",پینگوئن ڈکشنری آف سائنس (2009ء) کے مطابق، ایکولوجی سے مراد جانداروں کا ایسا مطالعہ ہے جو اِرد گرد کے
beta : Abbas bin Ali - maidan-e-karbala mein shaheed huwe,بیٹا: عباس بن علی — میدان کربلا میں شہید ہوئے
"is ne utha liya to aap ne farmaya : ""ab doosra paon bhi uthao"".",اس نے اٹھا لیا تو آپ نے فرمایا: ’’اب دوسرا پاؤں بھی اٹھاؤ‘‘۔
"abdul malik ke zamane main wafat hui, aap ka laqab bahruljood bhi he aur jawwad ibne jawwad bhi, islam",عبد الملک کے زمانہ میں وفات ہوئی، آپ کا لقب بحرالجود بھی ہے اور جواد ابن جواد بھی، اسلام
"isi tarah zimni kirdaaron mein Asfandyar, Munwa, Aurat, Saheliyaan shaamil hain.",اسی طرح ضمنی کرداروں میں اسفندیار، منوا، عورت، سہیلیاں شانلہیں۔
is ke alawa kai lankai taalib ilm pakistan mein aala taleem haasil karna chahte hain jis ke liye urdu muawin zabaan saabit hoti hai.,اس کے علاوہ کئی لنکائی طالب علم پاکستان میں اعلٰی تعلیم حاصل کرنا چاہتے ہیں جس کے لیے اردو معاون زبان ثابت ہوتی ہے۔
"is baare mein kayi nazariyat hain jaisa ke markaze mein taabkaar anasir ki maujoodgi, zyada dabao per methane ki hydrogen, heere aur hydrocarbon mein tabdeeili waghaira aham hain.",اس بارے کئی نظریات ہیں جیسا کہ مرکزے میں تابکار عناصر کی موجودگی، زیادہ دباؤ پر میتھین کی ہائیڈروجن، ہیرے اور ہائیڈروکاربن میں تبدیلی وغیرہ اہم ہیں۔
mamlikat kee peshgi manzoori ke baad kisi bhi aise maamle kee baabat jo soobai assembly kee qaanooni amaldaari mein aata ho,مملکت کی پیشگی منظوری کے بعد کسی بھی ایسے معاملے کی بابت جو صوبائی اسمبلی کی قانونی عملداری میں آتا ہو
journal asiayi aur Europi shmare bhi jari karta hai.,جرنل ایشیائی اور یورپی شمارے بھی جاری کرتا ہے۔
is ko people's kaar ka naam diya gaya hai kiyon ke ye bahut hi kam qeemat mein dastiyaab hai.,اس کو پیپلز کار کا نام دیا گیا ہے کیونکہ یہ بہت ہی کم قیمت میں دستیاب ہے۔
agar ye qayas arai sahi he to phir is ka matlab he ke door daraz ke dehaton main log gharon main un,اگر یہ قیاس آرائی صحیح ہے تو پھر اس کا مطلب ہے کہ دور دراز کے دیہاتوں میں لوگ گھروں میں ان
fehrist eriteria ke darya,فہرست اریتریا کے دریا
"washington township, grand forks county, shumaali dakota",واشنگٹن ٹاؤن شپ، گرینڈ فورکس کاؤنٹی، شمالی ڈکوٹا
"mushahida kiya gaya tha aur choonki Neptune ka mausam 40 zameeni saalon ke baraabar hota hai, 2020 mein jaa kar khatm hoga.",مشاہدہ کیا گیا تھا اور چونکہ نیپچون کا موسم 40 زمینی سالوں کے برابر ہوتا ہے، 2020 میں جا کر ختم ہوگا۔
Pakistan ke mumtaz siyaasat daan.,پاکستان کے ممتاز سیاست دان۔
is se aap ke ilmi shagaf aur zauq-e-mutala ka andaza kiya jaa sakta hai.,اس سے آپ ؒ کے علمی شغف اور ذوق مطالعہ کا اندازہ کیا جا سکتا ہے۔
"ba-as sailaab aur khushk saali mein izaafe ke sath na-qabile aitbaar, mutazaad mausam insaani rahan sahan aur faslon kee tabahi ka ba-as ho sakte hain.",باعث سیلاب اور خشک سالی میں اضافے کے ساتھ ناقابل اعتبار، متضاد موسم انسانی رہن سہن اور فصلوں کی تباہی کا باعث ہو سکتے ہیں۔
Australia ke wazeere mehnat Eddie Ward ne Breton Woods kee saazish ke baare mein jo kuchh kaha tha wo sab kuchh aane waale saalon mein bilkul sach saabit hua.,آسٹریلیا کے وزیر محنت Eddie Ward نے بریٹن اووڈز کی سازش کے بارے میں جو کچھ کہا تھا وہ سب کچھ آنے والے سالوں میں بالکل سچ ثابت ہوا۔
haasil hui wo us se haasil hone waale faayede ka umar bhar tazkara karte rahe.,حاصل ہوئی وہ اس سے حاصل ہونے والے فائدے کا عمر بھر تذکرہ کرتے رہے۔
