input,label
عالمی ریکارڈ -- پاکستان🇵🇰کے پاس اس وقت دنیا🌍کی نمبر1 فوج۔ نمبر1 ایماندار لیڈر.. اور ان پر بھوکنے والے تربیت یافتہ نمبر1 کتے🐶ب…,1
"@SK_Tanoli_ حکومت اگر خان کی ھو تو سب ٹھیک ھے 

اگر #آلشریف کی حکومت ھو تو 
تب تعریف جیو پر اور تنقید ARY پر 

باقی سب same 🤣🤣

دونوں حکومتوں میں بس جیو اور ARY کا فرق ھے 🤣🤣",0
کہیں استخارہ ، کہیں گزارہ کہیں بلکل ... .. ، بےسہارا 🔥,0
الف سے اچھی گاف سے گڑیا نون سے نانی لوٹ لیا ہے تم لوگوں نے ہر ایک پاکستانی😁,1
جی جی بالکل آخر آپ میرے بڑے۔۔۔۔۔۔۔۔۔۔۔ ہیں۔😜😜,0
"رات کے 11بجے گھر کے باہر ایک آواز سنائی دے رہی ہیں 
گرم ہانڈے ہانڈے(انڈے ) 😂
پر مزاح سے ہٹ کر 
اللّٰہ پاک ان کی مشکلات دور فرمائے آمین جو اس وقت بھی کام کر رہے 
#سرمایہ_ادب",1
"ویسے بھی امریکہ افغانستان سے بھاگ رہا ہے اور ظاہری بات ہے بہت سارہ مال غنیمت چھوڑ بھی رہے ہونگے جو طالبان کے ہاتھ آنا ہے۔ طالبان سے درخواست ہے کہ میرے لئے ایک عدد DSLR کیمرہ، ایک عدد Laptop، اور ایک عدد 9MM Pistol مال غنیمت سے سنھبال کر رکھے۔ 😜😝😂۔

#Sarcasm
@suhailshaheen1",1
کامی بھائی وہی ناں 900 پہ جاسوسی کرنے والے 😀,0
سندھ پولیس کے افسران کی ساٹھ دن کی چھٹی کے بعد عمران نیازی نے ٹائیگر فورس کے اولين جوانوں کو پولس ميں ایڈہاک میں بھرتی کرنے کا اعلان کردیا ھے,1
جلسے میں دو لاکھ بندے تھے پٹواری پُتر جنازے تے 10 لاکھ بندہ وی آ جاوے مُردہ دوبارہ زندہ نئی ہو جاندا😜😂,1
بلاول تو گیو PDM سے باھر✌✌😈,0
او چول انسان یہ شاہد خاقان کا آئی نہیں ہے فیک آئی ڈی ہے۔,1
اگر جلسے جلوسوں سے ھی تبدیلی آنی ھوتی تو وہ تو پی ٹی آئی نے بھی بہت کیۓ تھے😊,0
ہر گز نہی آئ صرف مذاق بنا رہے بار بار دانش واری کے دخان والے 😂,1
*تو میرے دل پہ ______ ھاتھ تو رکھ۔۔۔ *❤️ *میں تیرے ھاتھ پہ______ دل نہ رکھ دوں تو پھر کہنا۔۔۔ *💖,0
بہت اچھے بھئی بہت اچھے یہ صدمہ ہے؟؟ اور واہ واہ کیا رونا ہے 😂😂😂😂,0
کاکروچز کی آبادی دیکھی ہے۔۔۔۔ ہیروشیما پہ ایٹم بم کے باوجود وہاں کاکروچز ہی بچے تھے۔۔۔۔ 😂😂😂 لوہا لاٹ فولادی ہوتے ہیں۔۔۔ 😂😂😂 گٹر نالے کچن سب میں سروائول ہے 😂😂😂,0
دنیا ادھر سے ادھر ہو جائے اس بندے کی پالش ختم ہونے میں نہیں آ رہی 😂,0
جانی 8 ہزار فالورز واآؤ۔۔😍😘😍 ہمیشہ ترقی کرتی رہیں۔ خوشیاں پائیں۔ یونہی ساتھ رہیں۔۔💕💕💕,0
بکواس کرنے سے کچھ نہیں ہوتا، تحقیق کرو، تم جیسے گندے انڈوں کی وجہ سے ملک دنیا میں بدنام ہے، تم بار بار گلالئ اسماعیل کے لیے جو الفاظ استعمال کر رہے ہو تم یہ بتاو تمہاری اپنی بہن خوبصورت ہے ایسا کرو اسکو بھیج دو تم اپنی بہن کی خوبیاں بیان کرو چھوڑو سب کو 😂,1
😂😂🤣🤣 موت ہی ہوئی یہ بھی تم سے دور جانا 😂😂🤣🤣🤣,0
آج پھر رات بہت اندھیری ہے آج پھر دل کو تیرا انتظار ہے یہ تنہائ بہت خوف دیتی ہے مجھے اس بیچینی سے ڈر لگتا ہے اُف یہ لمحہ کیوں صدی برابر ہو رہا ہے؟ میں سونا چاہتا ہوں نیند کی آغوش میں کھونا چاہتا ہوں مگر خواب کے بوجھ سے ڈر لگتا ہے مجھے خوابوں سے ڈر لگتا ہے  اردوزبان,0
اللّه کااحسان۔۔۔ 🙏🙏🙏 موجیں۔۔۔ مزے۔۔۔ عیش۔۔۔ 😇😇😇 ماشاءاللهّ۔۔۔۔ 😊😊😊,0
"گدھوں کی ایک حکایت
#ThoughtOfTheDay #Sarcasm https://t.co/rjDQvVilRg via @humsubcompk",1
بھائی آپ کو بڑا یاد ہے پھپھو کا بیٹا😂😂,0
سندھ پولیس تمھاری جرت کو سلام ❤️,0
پہلے سکھ لینا گانا فیر قسمت آزمائی کرنا 😜,0
 الحمداللہ 💞 پاکستان گرے لسٹ سے نکل کر فیٹف کا رکن بننے جا رہا ہے۔۔ وزیراعظم عمران خان کی ٹیم کی جانب سے حماد اظہر نے اگر یہ…,1
کاپی پیسٹ والے ہوشیار ہر چیز کاپی رائٹ ہے 😂,1
حد ہوگٸی 😂😂صفدر نہ ہوا اوبامہ ہوگیا,1
آئی جی سندھ ڈیوٹی پر واپس آیا یا اسکو بھی فوج سے سیکیورٹی دلواؤں؟ 😂🥳😛,1
یے وہاں کیا کررہا تھا 😂,0
اللہ معاف کرے بڑے گوشت سے مجھے یورک ایسڈ ہوجاتا ۔ 😂,0
دھرنوں میں لڑکیاں نچوانے والو اب خود ناچنے کے لئے تیار ھو جاؤ اور یاد رکھو اب انگلی نہیں عوام کا انگوٹھا کھڑا ہو گا 👍👍👍,1
 اور میں پردہ اسلیے کرتی ہوں 😇 کیونکہ میں اپنے اللّٰہ کو ایسے اچھی لگتی ہوں ❤,0
 مجھے لگتا ہے زمین کا فقط وہ ٹکڑا گردش سے محروم ہے جہاں میں کھڑی ہوں… 🍂,1
 ❤کبھی غم کی آگ میں جل اٹھے کبھی داغ دل نے جلا دیا ❤اےPMC بتا ذرا -- -- -- -مجھے کیوں تماشا بنا دیا.❤ NoPmcSyllabus,0
"چیونٹی : میں زیادہ slow ہوں۔
کچھوا : نہیں میں زیادہ slow ہوں۔
پی ٹی سی ایل #PTCL : رشتے میں تو ہم تم سب کے باپ لگتے ہیں۔
😂🤣😂🤣😂🤣
جو سمجھے ٹھوکو لائیک جو نہ سمجھے وہ POGO دیکھے۔
#Sarcasm #Sarcastic",1
ظلم کی انتہا ہے 😖,0
 خان صاحب نے پنکی کی عدت پوری نہیں ہونے دی اور اب باجوے کی مدت پوری نہیں ہونے دینگے🤦😁😁😜😜😂,1
اپوزیشن کے اتحاد سے ایک فائدہ تو ہوا لعنت الگ الگ بھیجنے کی ضرورت نہیں '' اجتمائی لعنت '' کا آپشن استعمال کریں اور اپنا وقت بچایں 😂🖐️🖐️,0
اور آپ ... ..😁,0
 وہ جو ایک پیج تھا وہ پھٹ گیا ھے اور وہ پیج بھی آخری پیج تھا 😂 WeStandWithSindhPolice StateAboveStateRejected,1
اس کا حل ہے ساتھ اموجی 👈😂 استعمال کیا کریں 🙊,0
نوح کے سفینے جیسا ہے عشقِ “ علی ع ” •۔❤️ سوار ہو جاؤ گے اس میں تو نجات پاؤ گے•۔❤️,0
مرد حضرات کو ہارٹ اٹیک اس لئے بھی زیادہ ہوتا ہے کیونکہ وہ دل کا کثرت سے استعمال کرتے ہیں آئے دن سچا پیار,1
میں کھانا کھاتے ہوئے صرف کھانے کو ہی ٹائم دیتا ہوں ,0
 کتنا مزہ آئے گا جب رینجرز کور کمانڈر پر ڈال دے کہ احکام وہاں سے آئے تھے لیکن کور کمانڈر کس پر ڈالے گا ,1
"الحمداللہ پاکستانی قوم کپڑوں سمیت نہا کر خود کو ہی اے سی بنا لیتی ہے ۔ 🥴

#Sarcasm",1
کلا نا ریہا کر ویرے کسی کڑی نے چک کے لے جانا تینو 😂😂😂😂😂,0
او ہاں نا 😜,0
شکریہ، مہربانی 💐🌷🌼 جناب آپ کی محبت ہے 💞,0
کیوں یہاں کیوں نہیں ... .. 🤔😑؟,0
سب سے سچی چیز ہے موت اور سب سے جھوٹی چیز لوگوں سے امید💯,0
ان کو لگتا ہے کہ انکے دیوتا کی طرح پورا پاکستان `` لکیروں '' کے سہارے سوچتا اور بولتا ہے۔۔۔😂😂😂,1
 سوچ کا کیڑا اندر ہی اندر پورا بندہ ٹُک جاندا اے😌,1
دُنیا کے نوے فیصد اندر سے مرے پڑے ہیں ہم باقی دس فیصد میں خوش 💃☺️,1
آپکے لئیے تو کسی فسادن کا رشتہ لاؤں گی فکر ہی نہ کرو😂😂,0
جس طرح ہندو گائےکو ماں مانتےہیں لیکن بیل کوباپ نہیں مانتے ویسےہی پٹواری مریم کو باجی مانتےہیں لیکن صفدر کوبہنوئی نہیں مانتے 😂😷,1
ایک طرف بلاول جلسے میں شرکت سے گریزاں، دوسری طرف یہ خبریں.. کھچڑی پک رہی ہے 😂,1
ہائے سوہنی کڑی نے ویلکم کیتا😂😂🤣🤣,0
کہانی کار ہے وحشی بلا کا کئی کردار زندہ کھا گیا ہے💔,0
تمام اپوزیشن کے لوگ جو 16 اور 18 اکتوبر کے جلسے میں فوج کے خلاف محاذ آرا تھے- وہ اگلے ہی دن آئی جے والے ڈرامے کی جنرل باجوہ کی طرف سے `` صرف تحقیقات کروانے کے اعلان کے بعد نہ صرف خاموش ہو گئے، بلکہ الٹا جنرل باجوہ کی تعریفیں کرنے لگے '' 😉 اسی لئے تو ان کی کوئی عزت نہیں کرتا-,0
❤سانسوں میں جاری رہتا ھے محمد ص کا قصیدہ کرتی ھیں دل کی دھڑکنیں ہر دم علی ع علی ع ❤,0
بہت بہت شکریہ۔۔۔🌹,0
تو بی بی ان کو کچھا پہناو 😂🤣,0
ایہدے کچیچ دا حساب توں ایس گل توں ای لا لے بھئی لمے لمے تھریڈ لکھن تے آ گیا سی 😂😂😂,0
ھاھاھا تسی باز آجاؤ آ کی رشتے آلی سرکار دا راگ آلاپ رے 😜😜😜,1
یہ ان کی زلف پریشان کا فیض ہے یارو تمام عمر گزاری ہے پیچ و تاب کے ساتھ کھلی ہوئی ہے جو سورج مکھی گلستاں میں یہ کس نے آنکھ ملائی ہے آفتاب کے ساتھ یہ مہرو ماں یہ برق و شرر یہ انجم و گل وہ بے حجاب بھی ہیں حجاب کے 👇👇,0
 حسرتیں روگ بن گئیں لوگ ذہنی مریض کہتے ہیں ♥️🙃 ادب_کا_سفر,1
ویسے یہ اچھی آڑ ہے کہ پہلے سب کچھ خود کرو اور بعد میں اُنہی کو تحقیقات کا حُکم دے دو جو آپ کے ماتحت ہوں۔ قوم کو پاگل بنانا کتنا آسان ہے؟ 👏,1
دقت‌کردین سر یہ‌محاسبہ‌مھم، 2×2 هم‌تو‌ماشین‌حساب‌میزنیم… 🙄 چراواقعا؟🤔😐,0
😂😂😂😂 یوتھیا کیندا میں تیری نقل مار لاں میں کیا تو نقل مار لے میں فیر تیری اصل ماراں گا 😂,1
 وہ رابطے بھی انوکھے جو دوریاں برتیں وہ قربتیں بھی نرالی جو لمس کو ترسیں🔥,0
آصف غفور صاحب سے ایک اینکر نے سوال پوچھا.؟؟ سر آئی ایس آئی میں کل کتنی تعداد میں بندے ہیں.. میجر جنرل آصف غفور صاحب کا یاد گار جواب👇 پاکستان میں سوائے غداروں کے باقی پورا پاکستان I. S. I ہے.. سر جہاں بھی رہے اللّہ پاک آپ کو کامیابیوں سے ہمکنار کرے🤲,1
مہنگائ کا خاتمہ اولین ترجیح ہے ہماری اصل اپوزیشن مہنگائ ہے عمران خان بالکل کپتان مہنگائ کی وجہ سے بہت سارے غریب لوگ بددل ہورہے ہیں۔ مہنگائ ختم کریں تو اپوزیشن خود ہی ختم ہوجاۓ گی۔ اپوزیشن پر ٹائم نا ضائع کریں وہ ہم پر چھوڑ دیں 😑,1
😂😂🤣🤣👊👊 نکلے یہاں سے سو جائے آپ بچوں کو شغل کرنے دے🙊🙊😂🤣🤣,0
بھولا نہیں اگنور کیا ہے آپی سچ میں بہت افسوس ہوا😢😂😂😂😂,0
یہ کیا ادا ہے کہ جب ان کی برہمی سے ہم نہ مر سکے تو ہمیں مسکرا کے مار دیا 📚عبدالحمید عدم اردو_زبان,0
یہی وجہ ہے کہ ہم انھیں فیلڈ کمانڈر کے نام سے یاد کرتے، لکھتے، پکارتے ہیں Salute You Commander 🙋✌️,0
اینوں کسے وی گرفتار نہیں جے کرنا بلکے گرفتار ہون گے 😂😜,1
کنڈیکٹر لیڈیز سیٹ پر کیوں بیٹھے ہو😡😡 دل جلے ؛ جی فیس بک پر میرا نام عائشہ ہے,0
 میرا کوئی نام ھی نہیں لیتا اس کا مطلب ھے میری کارکردگی سب سے ٹھیک ھے 😝😅😝 سائیں بزدار,1
ہاہاہاہاہاہا 🤣😂,0
خان صاحب شکار کو تھکا کر مارتے ہیں اس لیے فلحال کتوں کو بھگا رہے ہیں پھر فائر کریں گے😋,1
وہ بغاوت کرکے چوتڑ بجوا سکتے تھے لیکن انھوں نے دباؤ دینا مناسب سمجھا ,0
طالبان کے وفد سے مدد لے لیں فوری انصاف اور حقیقت واضح ہو جائیگی خوش قسمتی سے آجکل پھر سے پاکستان میں پاۓ جاتے ہیں 😀,0
300 فالورز کا اضافہ کریں لسٹ میں شامل ہونے کے لیے آئی ڈی مینشن کریں ریٹوئیٹ کریں 🔄 ریٹوئیٹ والوں کو فالو کریں اور فالو بی…,0
🤣🤣😂😂 لوکیشن مانگ رہا خود آ کر درگت بنائے ہراسمنٹ کر رہا ہے,1
میری راتوں کی رونق چھین لی اس نے وہ شخص اب مجھ سے بات نہیں کرتا 🙃💔 دل_کی_صدا💔🥀,0
پٹواری کی ڈی جی نیب کو دیکھ کے ہوا نکل گی 😂😂😂,0
سیاسی دامادوں کو عزت نہیں دی جاتی یقین نہ آئے تو زرداری کو دیکھ لیجیے ,1
شکریہ 🌼😎,0
 `` _معصوم سی آنکھيں ، پيارا سا چہرا، اور اچھا اخلاق😊😊 يہ تو ہوئی ميری بات👍 اور سناٸيں کيسے ہيں آپ؟😝😂,0
محبت ایک ایسا خوبصورت جنگل ھے جہاں بہادر شیر 🐯 ایک ہرنی 🦌 سے مارے جاتے ہیں😓,0
بلاول۔ جب وزیراعظم پاکستان کی بجائےچیف جسٹس پاکستان کی بجائےچیف آف آرمی جنرل باجوہ سے درخواست کریں گے ۔کیسےجہموریت مظبوط گی😇,1
 کل میاں صاحب انکی منجی چوک میں رکھ کر ٹھوکے گے اور آئی جی سندھ کو اغوا کرنے پر وڈے بلب سے  سٹیٹ ابو سٹیٹ  پر روشنی ڈالینگے,1
منصور صاحب آپ کیا اِن جاہل لوگوں کی بات پہ اعتبار کر رہیں جو صرف اگلی ہی پُشت کو ہی لیڈر سمجھ کر نیچے لگ جاتے ہیں، حیرت و لانت اُن سیاستدانوں پہ ہے جو انکی پارٹی میں کافی سالوں سے جوتے گھسوانے کے بعد بھی اُنکی اگلی نسلوں کے تلوے چاٹ رہے ہیں۔۔۔💁🏻‍♂️,1
 فجر وسیلہ ہے،رب سے مُلاقات کا۔💞,0
بہت خیال رکھتے ہیں ... وہ اپنے دل کا♥ اِدھر نہیں لگتا ... تو اُدھر لگا لیتے ہیں____🔥,0
#ریلوے_پولیس_کو_رہا_کرو . کیوں وہ کوئ گلو بٹ ھیں؟حد ھی ہو گئ پاکستانیوں. شریفوں کا قانون نھیں پڑھا ابھی تک. #طنز,1
#پاکستان @ImranKhanPTI اپوزشن پر تنقید تو ٹھیک ہے لیکن کسی کو برے القاب سے یاد کرنا ٹھیک نہیں۔ قانون کی روشنی میں کسی کو چور کہنا ٹھیک ہے۔ لیکن چیری بلوسم وغیرہ۔۔۔,1
تم ڈکٹیٹر ضیاء کے ڈنر سیٹ کے وہ آخر چمچے ہو جس کی `` پلیٹیں `` لندن میں علاج ڈھونڈ رہی ہیں۔ پتہ اسے بھی ہے کہ آخری علاج فوجی بوٹ اور خان کی پشاوری چپل ہی ہے 😂😀,1
باجوه تو ظلم ھے ن ليگ کو کندی لايا سو بقول نواز شريف کے اب اس نوٹس پر کيا حق کا فيصلہ کرے گا 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,1
 نواز شریف کا تو پتا نہیں لیکن یہ کیپٹن صفدر کو نیلسن منڈیلا بنا کر چھوڑیں گے 😛,1
کپتان صفدر اعوان نہ جذباتی ہوندا تے نہ ایہہ سارا کم پیندا 😃 سارے اعوان، بابر اعوان تے فردوس عاشق اعوان نئیں ہوندے,1
بالکل شوکت صدیقی کے لئے تو ضروری ہے کیونکہ وہ نواز شریف کی تقریر لکھنے والے عرفان صدیقی کا قریبی رشتہ دار ہے ... 😅 جسٹس ملک قیوم کو بھی بہت عزت دی تھی آپ کے والد اور چچا نے ... 😅😅😅,1
واہ واہ سرکس جمایا ھوندا اس پٹواریاں دا😂😂,1
ملکہ برطانیہ سےکہو کوہ نور بےشک واپس نہ کرے مگر وہ جنگلی ڈنگر ضرور واپس کر دے جو پاکستان کی ساری فصل اجاڑ گیا ہے😊,1
اللہ کی پناہ آپ کے ماموں کا بیٹا ایسا 🤔 مطلب اینا کوجا ۔۔۔ جیک پاء جی تسی گریٹ او 😅,0
جماعت اسلامی نے ھمیشہ گدھے اور مالک کے درمیان رسی کا کردار ادا کیا ھے اور وہ بھی مزھب کا استعمال کر کے، اور مالک کون رھے یہ تو آپ جانتے ھی ھیں 🙏نوٹ آپ سب دوستوں سے التجا گزارش ہے ہمیں بھی فالوکریں شکریہ,0
ہمیں کیا معلوم تھا کہ عشق ہوتا ہے کیا بس ایک تم ملے اور زندگی محبت بن گئی.♥️,0
اس سے گھٹیا بھی کوئی انسان ہو سکتا اس دنیا میں 🖐💯,1
@AzharMKhan3 بڑے بھئی مزاح کی حد تک ٹھیک ہے۔ جہیز بھی اسی معاشرے کا بگاڑ ہے جس کو ریجیکٹ کرنا میں سمجھتا ہوں سب سے بڑی زمہ داری دولہا راجا کی ہے۔,1
 کامی بھائی تِلک گئے۔۔۔🤭🤓 یہ جاہل گندے عوام مر کیوں نہیں جاتے جو مہنگائی پیدا کررہے ہیں 😭,1
کیوں لدھڑ کل تو بڑی ڈینگیں مار رہے تھے ۔۔منہ پہ واپس پڑی تو مکر گئے 😂😂😂,0
ھاھاھاھاھا کوئی حال نہیں 😃😃,0
افسوسناک '' روزہ رسول پر لوگ نعرے تو کیا گالیاں بھی دے دیتے ہیں '' صفدر کے دفاع میں رانا ثناءاللہ کی بکواس 😡😡😡,1
چیف نے کراچی واقعے کا نوٹس لے لیا نیوز چیف اپنا نالائق لونڈا سنبھالو ورنہ۔۔۔۔۔۔۔😠😡,1
آرمی چیف کا ایل او سی کے چھمب سیکٹر کا دورہ کراچی میں رینجرز کی بدمعاشی پر عوام کی توجہ ہٹانے کی کوشش میں کسی حد تک کامیابی😇😇,1
یہ شریف خاندان کا کتا ھے اس لیے شرم سے سر جھکائے ہوئے ھے ,1
ھاھاھا کمال کر دیا ای کانٹ سٹوب لافینگ 😂😂,0
اگہ کسےدرجنگ شهـیدبشہ یڪبارشهـیدشده اماکسے اگہ باهواےِ نفـس خودش بجنگه هرروزشهـیدمیشہ 🍂آیٺ الله جـاودان🍂,0
عشقیہ 😂😂,0
بے شرم حکومت کو شرم آنا چاہیئے چلغوزے 2500 روپے کلو میٹر ہو گئے ہیں بلاول بھٹو 😜😂🤣 نااہل_حکومت_چوراپوزیشن,1
محمود اچکزئ کہتا ہے اردو زبان ھماری نہیں ہۓ۔ یہ بات بھی اچکزئ صاحب نے اردو میں کہی ہے 😂,1
چائے اور اخلاق جب بهی گرتے ہیں ... داغ ضرور لگتا ہے ... .🥀✨,1
 مجال ہے جو تیرے منہ سے کبھی مناسب بات سنی ہو۔ ,1
مریم فراڈن کہہ رہی کہ بینظیر صاحبہ کو میرے والد بہن کہتے تھے تبھی تو بہن کی تصویریں ہیلی کاپٹر سے پھنیکتا تھا وہ بھی برہنہ اور پیلی ٹیکسی کہتا تھا ہے نہ,0
یو بے گناہ پہ کیئ مڑ شو نو۔۔۔😢,0
بیانیہ 👈 تمام برائیوں کی جڑ جنرلز ہیں دعوی 👈 ملک کو جنرل باجوہ کی خدمات کی مزید ضرورت ہے۔ ایکسٹینشن دینے کی غیر مشروط حمایت کرتے ہیں۔ DefendersOfIslamicIdealogyOfPakistan,0
😍عشق جب تم کو راس آۓ گا 💔زخم کھاٶ گے 😊مُسکراٶ گے,1
او فرح دند نہ نکالو پلیز 😂😂,0
شرم کڑیاں نو آنی چاہی دی.. منہ تے لیپ کر کے پہنچ جاندیاں 😂😂🤣,0
اتنی قبریں نہ بناؤ_____میرے اندر محسن میں چراغوں کو جلاتے ہوئے تھک جاتا ہوں 💔,0
سندھ حکومت نے حلف اٹھایا ہے کہ سندھ میں کہیں بھی کوئی ترقیاتی کام نہیں ہوں گے۔ نہ خود کرینگے اور نہ کسی اور کو کرنے دینگے 😭😷😭,1
 وطنِ عزیز میں وزارتِ داخلہ کے تحت لیئے جانے والے نوٹس آرمی چیف لیتا ہے۔ 😊,1
اوہ میں بھول گںٔی تھی سوری بھول گیا تھا😂😂,0
نہی پوچھوں گی کون 😂😂😂😂,0
آنیوالے وقت کا زرداری,0
انڈے 216 روپے درجن ہوگئے ہیں مگر گندے انڈے ابھی بھی کہہ رہے ہیں ہمارا کپتان سب کچھ ٹھیک کردے گا  StateAboveStateRejec…,1
بھٹو ساب غصہ میں ھو آج لگتا لگتا😂😂😂,1
"@Sarah99237272 آپ کو تو سمجھ جانا چاھئیے تھا اس عمل کو عرف عام میں آسانی سے جنت میں کارنر پلاٹ اپنے نام کرنا کہتے ہیں۔ اردو میں ایک محاورہ بھی ہے ""ہینگ لگے نہ پھٹکری اور رنگ بھی چوکھا آئے""
#Sarcasm",1
یہ مقابلہ کب منعقد ہوا😎,0
😂😂چنگا اے بھائی 😁,0
 سنو تم میرے ہو جاو🙈🙈 سردیوں میں مالٹے چھیل کے دیا کروں گی😛😛,0
بلاول۔ جب وزیراعظم پاکستان کی بجائےچیف جسٹس پاکستان کی بجائےچیف آف آرمی جنرل باجوہ سے درخواست کریں گے ۔کیسےجہموریت مظبوط گی😇,1
آرمی چیف کا نوٹس طلال چوہدری کی چیخیں بتارہی ہیں کہ دم پر پاؤں آگیا ہے 💪,1
 آئی ویل مِس پری سمیسٹر فن۔ ,0
ہاہاہاہاہاہاہا میں سوچا ایڈوانس کر دیتا ہوں 😷😷😷😂😂😂,0
دوستوں مارو مجھے، مجھے مارو😌 میں بچپن میں اصلی نوٹوں سے نقلی نوٹ خریدتا تھا..😐🙄😁😂🤣,1
جو کام 😝لاہور میں ایس ایس پی 😝کرنا چاہ رہا ہے 😝کوٹ مارشل 😝اور پنجاب پورے میں یہ نفاز ہو گا 😝یہ سندھ پولیس نہیں چاہتی 😝😝😝بات اتنی سی ہے 😝سب ڈرمے ہو رہے ہیں 😝😝😝😝,1
 بھونکنے کی حد تک برداشت کرو لیکن جب کاٹنے پر اَجاےتب کتے کو گولی مار دینا ہی بہترین آپشن ہوتا ہے💪💪 I stand PakA…,1
کب کا نکل چکا 😂🤣,0
کوئی داغ لگائے کیسے؟ باوضو ہے محبت میری ♥️,0
مریم نواز کو انگلش نہیں آتی اور بلاول صاحبہ کو اردو نہیں آتی اور انکے سپورٹرز کو شرم نہیں آتی ,1
تم سے😂😜,0
نون سے ناکامی ۔۔ اب بس کر دیں بہت راز اُگل چُکے نون کے ,1
حلوے سے انکار کيا جائے کيسے کيسے کيا جائے انکار _______؟ 😅,0
 وزیراعظم کیپٹن صفدر وزیراعظم کیپٹن صفدر وزیراعظم کیپٹن صفدر ,1
خان کا ایک اور وعدہ سچا ھو گیا 😂باھر کے لوگ پاکستان کا ویزہ لینے کے لئے تڑپیں گے,1
پتہ ہے بنگلادیش ہم سے آگے کیوں نکل گیا۔؟ کیوں کہ وہاں نا بُھٹو زندہ ہے نا کسی کُتے کے بچے کو شیر سمجھا جاتا ہے 😁,1
 الحمداللہ کہنے کی عادت ڈالئے کیونکہ اللہ تعالیٰ شُکر گزاروں سے بہت محبت کرتا ہے ❤,0
ڈالہ😜😜😜😜,0
اگردر دیندارۍپخته‌شُدید،‌خام‌نخواهید‌شد ولےاگرداغ‌شُدید،احتمالاسردخواهیدشد.🌱 +پخته‌شویم,0
سرکاری نوکری سندہ میں سندھی بولنے پر نہیں نوٹ دکھانے پر ملتی ہے 😂,1
"ایسی handwriting پہ میرا پرائمری سکول ٹیچر مرغا بناتا تھا۔ کاش اِنہوں نے بھی تختی لکھی ہوتی 🙃

#Sarcasm 
 #عزم_و_ہمت_کے100دن https://t.co/o14pLwsCh5",1
میں فقط اتنا سچا ہوں🖤 کہ میں مانتا ہوں میں برا ہوں🚬🌚,1
آہو اللَّهُ تے ویکھ ریا نہ ... 😅🤔,0
 دل لگانے کو سارا جہاں باقی ہے مگر ہمیں کیڑا ٹویٹر کا ہی ہے 😅😌🤣,1
یہ بڑوں کی لڑائی ھے اس لیے۔ خان چپ ھے ۔۔😀😀😀,1
آپ دونوں بھی آر ٹی کے بھوکے لوگوں سے چھٹکارا چاہتی ہیں 😁😁😁😁,0
مطلب یہ تو شاعر فرقہ واریت کو ھوا دے رھا کھلم کھلا CivilWarInPakistan تو پہلے ہی پاکستان میں ہر گلی محلے میں جاری ھے یہ تیل چھڑک رھا 😂,0
 خُود کو مُنافقوں سےمُبرا کِیا کرو پاک سیدہ ؑ کے قاتلوں پے تٙبرا کِیا کرو لعنت ... ... بیشمار ⚡,0
آرمی چیف کے پاس اب یہ کام رہ گیا ہے کہ صفدر جیسے فارغ اُل دماغ انسان کے کیس کی تحقیقات کرائیں گے۔۔وہ بھی بِلّو کی اپیل پہ۔۔بُہت جلد ہر عام پاکستانی کو اپنے مسائل کے حل کیلئے آرمی چیف سے اپیل کرنی پڑے گی اور اُمید ہے آرمی چیف ہر اپریل کرنیوالے سے رابطہ کر کے حل بھی کرائیں گے۔۔💁🏻‍♂️,1
ایسی نانی صرف دگڑ دلوں کی کی ہو سکتی ہے 😁,1
بخدا یہ تمام سیاستدان مل کے بھی مولانا صاحب جتنا شعور، فہم نہیں رکھتے۔ انشاءاللہ رب کعبہ پگڑی والوں کی عزت پامال نہیں ہونےدیتا۔ اللہ کریم حضرت کو صحت عزت زندگی میں‌مزید برکت عطا کرے۔ ہم نوکر مولانا صاحب کے۔ 🌹🌹🌹❤️❤️❤️,0
مٹی خراب کرتے ہو کیوں بیمارِ ہِجر کی جو تم پہ مر گیا اُسے دفنانا چاہیئے 🍂 اردو_زبان,0
 چہرہ صاف دل میں داغ منہ پہ آپ پیچھے سانپ 🥀🔥,1
لوگ ہماری زندگی کا ایک صفہ پرھ کر 👉 پوری کتاب لکھ لیتے ہیں🤐,1
 اسکا مطلب کیپٹن صفدر کے ساتھ مریم فری 😂😂,1
جاندی ایندا نئی قصور سب راء انڈیا کراندا پیا اے نمانی کولوں 😂,1
دنیا میں موٹاپا وہ واحد چیز ہے جو دوسروں کے پاس دیکھ کر جلن نہیں ہوتی۔😂😂😂😂🙈🙈🙈🙈🙈🙈,1
حکومت ختم ہو چکی ھے اب صرف ہٹ دھرمی باقی ھے ,1
"@asmashirazi 
یہ جو شہباز شریف کے انٹرویو لے رہے اور خاتونِ اول کے بارے میں گھٹیا گفتگو پہ بجائے تنقید کے دانت نکال رہے ہیں۔ 
کل کو اگر خان صاحب کے سپورٹرز کچھ کہیں گے تو آپوزیشن کے ساتھ ساتھ میڈیا بھی چیخے گا کہ خان صاحب کے سپورٹرز گالیاں دیتے ہیں اخلاقی",1
آپ کی اس ٹویت کو سندھ پولیس کے حق میں تصور کیا جاتا ہے,0
یی تو گاسلیٹی ڈیزل ہئے یی پہر مکس آچار بن گیا مارخور😂😂😁😛🤭,1
